,id,date,bedrooms,sqft_lot,price,level
2106,7893203450,2015-03-23,3,13975,280000.0,low
2107,908000260,2014-11-17,4,5692,272000.0,low
2108,3225069239,2014-07-07,4,36246,870000.0,high
2109,8645540320,2014-11-18,3,7259,307000.0,low
2110,9280200030,2014-07-17,2,4500,490000.0,low
2111,6159400030,2014-10-08,3,9396,399950.0,low
2112,7787400030,2014-06-09,5,26784,1635000.0,high
2113,1888120140,2014-07-09,5,13474,989000.0,high
2114,2916620240,2014-06-18,4,9011,264950.0,low
2115,251200240,2014-07-25,4,7236,491500.0,low
2116,7695500240,2014-05-14,3,15003,345000.0,low
2117,7749500070,2015-01-19,4,18042,339900.0,low
2118,6762700340,2015-04-27,3,4000,852000.0,high
2119,824069121,2014-12-22,5,40946,585000.0,high
2120,2600100370,2015-02-11,4,8793,723000.0,high
2121,2326059082,2015-01-26,3,70567,594000.0,high
2122,2591010240,2014-12-01,2,4102,405000.0,low
2123,1085610030,2014-08-01,4,74495,725500.0,high
2124,9551202025,2014-06-25,2,5719,800000.0,high
2125,4379600030,2014-07-29,3,76665,1325000.0,high
2126,4345000510,2014-10-15,3,8518,180500.0,low
2127,4345000510,2015-04-28,3,8518,325000.0,low
2128,3327000140,2014-06-17,3,7280,235000.0,low
2129,7100000135,2014-05-20,2,8308,330000.0,low
2130,2483200060,2014-06-12,3,6600,678500.0,high
2131,2592400550,2014-07-09,4,6660,463000.0,low
2132,2113701200,2014-09-12,2,4640,250000.0,low
2133,5249804510,2014-07-16,3,4800,655000.0,high
2134,9264901040,2014-05-16,4,7000,239900.0,low
2135,7967600069,2014-11-17,3,9135,185000.0,low
2136,4219400520,2014-06-16,4,5000,1735000.0,high
2137,3810000202,2014-09-05,3,11800,251700.0,low
2138,1226039129,2015-02-09,4,8250,400000.0,low
2139,8146100370,2014-09-04,4,7960,735000.0,high
2140,1224059053,2014-10-27,5,15250,1700000.0,high
2141,1623049041,2014-05-08,2,22334,82500.0,low
2142,98020140,2014-07-08,4,7221,765000.0,high
2143,9510900070,2014-09-23,4,8162,292500.0,low
2144,2473381090,2015-03-25,3,7000,270000.0,low
2145,6378500105,2014-12-24,2,6807,415000.0,low
2146,3861400030,2014-11-24,4,19025,950000.0,high
2147,705700640,2014-09-16,3,8396,353000.0,low
2148,2767603210,2014-12-10,3,2375,670950.0,high
2149,3294700030,2014-05-09,3,8700,280950.0,low
2150,7524950830,2014-05-27,3,7735,585000.0,high
2151,2124069078,2014-12-11,2,43645,525000.0,low
2152,5728000060,2014-08-01,3,8823,605000.0,high
2153,2880100160,2014-11-19,4,3752,1010000.0,high
2154,4435000520,2014-09-26,3,8410,245990.0,low
2155,8856900310,2015-02-03,4,12607,535000.0,low
2156,4315700390,2014-06-30,1,5750,410000.0,low
2157,2095800520,2015-04-24,3,7752,550000.0,high
2158,4193500140,2014-09-11,3,8000,665000.0,high
2159,3582200200,2015-04-27,3,17239,455000.0,low
2160,9521100106,2014-08-26,4,4000,440000.0,low
2161,7351000160,2014-07-08,3,14915,332000.0,low
2162,5422420140,2014-06-11,3,6607,280000.0,low
2163,7234601162,2014-09-15,3,1021,570000.0,high
2164,6623400217,2014-05-15,3,10350,250000.0,low
2165,3354400060,2015-05-01,2,8453,238000.0,low
2166,408100105,2014-11-03,3,5760,265000.0,low
2167,7297700055,2015-03-05,3,10350,306000.0,low
2168,8029740060,2015-05-07,5,4182,345000.0,low
2169,1355200060,2014-09-04,4,10764,765000.0,high
2170,4136890560,2015-04-30,4,11018,346300.0,low
2171,1320069271,2014-06-12,3,11375,342500.0,low
2172,9269260240,2015-04-24,4,5439,501000.0,low
2173,1796381070,2014-06-25,3,8364,270000.0,low
2174,6840701125,2015-04-22,3,4400,638000.0,high
2175,7443000640,2014-09-12,3,2003,460000.0,low
2176,6344000060,2014-10-15,4,8521,760000.0,high
2177,3317500030,2015-03-16,3,11019,1085000.0,high
2178,2130702270,2014-06-28,3,8128,234000.0,low
2179,3343301920,2015-03-02,3,8890,1650000.0,high
2180,2688100075,2014-05-06,5,5000,488000.0,low
2181,6448600060,2015-02-26,5,20805,1550000.0,high
2182,6619510060,2015-03-27,4,12675,499000.0,low
2183,4058802105,2014-09-04,3,6776,150000.0,low
2184,7212660640,2015-03-26,4,7270,333000.0,low
2185,8026700105,2015-02-18,4,8625,700000.0,high
2186,8018600640,2014-09-18,4,22500,275000.0,low
2187,623049315,2014-07-01,3,11312,330000.0,low
2188,6632900340,2014-11-24,4,8827,360000.0,low
2189,6798100070,2015-05-11,3,8040,467000.0,low
2190,8644400060,2014-10-29,3,57063,568000.0,high
2191,4388600030,2014-11-03,5,9603,605000.0,high
2192,629420260,2014-10-02,4,9023,750000.0,high
2193,1117200550,2014-10-14,3,69834,760000.0,high
2194,7461420060,2014-08-04,3,10519,265000.0,low
2195,5566100060,2014-07-18,3,12540,490000.0,low
2196,7714000340,2014-06-19,4,4650,360000.0,low
2197,5149300400,2015-02-06,4,12000,311750.0,low
2198,3815500045,2014-10-03,3,12473,399000.0,low
2199,1843100520,2014-07-25,4,9751,347000.0,low
2200,1329000030,2014-09-04,4,34982,1680000.0,high
2201,7853240560,2014-09-03,4,6479,585000.0,high
2202,8078100260,2014-09-12,4,7475,340000.0,low
2203,3905120830,2015-04-15,3,5496,612000.0,high
2204,1442800400,2014-06-28,2,3376,230000.0,low
2205,3905000200,2014-05-09,4,7753,604000.0,high
2206,4399200075,2014-07-03,3,8868,250000.0,low
2207,1545802830,2015-03-09,3,7930,258500.0,low
2208,1370804100,2015-03-24,4,5000,783000.0,high
2209,269000240,2014-10-30,5,7680,1050000.0,high
2210,2619920030,2015-03-18,4,4031,760000.0,high
2211,3438500339,2014-05-26,3,5000,276000.0,low
2212,8563001070,2015-03-23,4,12377,550000.0,high
2213,4427100105,2015-04-28,4,6240,398000.0,low
2214,2767800140,2015-03-13,3,4300,775000.0,high
2215,2600140070,2015-04-09,4,10202,1027500.0,high
2216,7231501610,2014-10-23,4,6000,327000.0,low
2217,2787250240,2015-04-21,4,14568,564500.0,high
2218,5309100295,2014-10-17,4,6820,782000.0,high
2219,2781260370,2015-01-28,4,5510,398000.0,low
2220,1926059155,2015-01-30,3,10920,257000.0,low
2221,7137900960,2014-06-25,4,9415,235000.0,low
2222,2817100570,2014-06-27,4,37533,453000.0,low
2223,3886902445,2015-03-16,2,9000,535000.0,low
2224,2215902010,2014-05-07,3,7000,275000.0,low
2225,1778350270,2014-09-15,3,10047,665000.0,high
2226,1449000270,2014-08-06,4,13530,670000.0,high
2227,3755100520,2015-04-27,3,10757,465000.0,low
2228,8651441620,2014-10-23,3,5200,210000.0,low
2229,1321970240,2014-12-04,4,4443,265000.0,low
2230,6816300060,2015-04-13,2,2657,426000.0,low
2231,8563000520,2014-10-29,4,7610,529219.0,low
2232,3663000070,2014-07-08,3,46609,600000.0,high
2233,255400070,2014-07-01,5,8279,875000.0,high
2234,269000070,2015-01-06,4,7680,608000.0,high
2235,1163400070,2014-11-12,3,21514,220000.0,low
2236,4139420370,2014-08-11,4,21630,1760000.0,high
2237,2599200160,2014-08-18,3,17120,295450.0,low
2238,1704900135,2014-11-11,2,5087,315000.0,low
2239,6648701420,2015-02-13,4,8175,205000.0,low
2240,6123000070,2014-07-09,3,9908,310000.0,low
2241,7015200136,2015-05-03,5,5210,1000000.0,high
2242,5104531820,2014-06-02,4,7631,525000.0,low
2243,6620400631,2014-07-09,4,8800,284000.0,low
2244,3582500240,2014-05-14,3,26460,510000.0,low
2245,1529300160,2014-06-19,2,4377,405000.0,low
2246,4027700844,2014-09-16,3,9153,509950.0,low
2247,425069139,2014-10-27,4,45738,600000.0,high
2248,3047700105,2015-04-23,4,4940,990000.0,high
2249,2976800550,2015-04-14,3,7200,280005.0,low
2250,6151800070,2014-09-03,3,7668,700000.0,high
2251,4364700105,2014-08-04,3,7620,330000.0,low
2252,7893804845,2015-02-23,2,6718,340000.0,low
2253,7694800070,2014-08-18,2,2167,468000.0,low
2254,1922000070,2014-06-09,4,19387,1339000.0,high
2255,4035900060,2014-09-19,3,20873,515000.0,low
2256,8880600070,2014-11-12,4,8750,245000.0,low
2257,739800070,2014-05-27,3,7741,265000.0,low
2258,1561910270,2015-03-17,3,11937,372400.0,low
2259,7305300370,2015-05-04,3,8410,390000.0,low
2260,7345000340,2015-02-03,3,6120,208000.0,low
2261,3971701455,2014-10-03,2,7750,273000.0,low
2262,8035350260,2014-10-09,5,7759,455000.0,low
2263,104550520,2015-03-30,4,6397,270000.0,low
2264,4037400295,2014-07-30,4,8736,618000.0,high
2265,5413200140,2014-10-21,3,8541,213550.0,low
2266,522049104,2014-07-29,5,9148,210000.0,low
2267,3859900060,2015-01-12,5,16065,2750000.0,high
2268,6145601715,2014-12-15,4,3844,403500.0,low
2269,1645000310,2015-02-25,3,7600,235000.0,low
2270,7471900045,2015-04-21,3,7147,287500.0,low
2271,7697100030,2014-09-29,4,5910,546800.0,high
2272,3313600340,2014-06-16,3,8100,183000.0,low
2273,1921069082,2014-05-12,3,216777,560000.0,high
2274,4263200030,2014-12-05,3,6726,299500.0,low
2275,6918700370,2014-10-27,4,7350,610000.0,high
2276,8125200483,2014-06-09,3,7963,288350.0,low
2277,1930301555,2014-07-01,2,4500,500000.0,low
2278,7974200776,2014-12-05,4,4000,625000.0,high
2279,2719100013,2015-04-29,2,1349,418000.0,low
2280,7234601544,2014-08-25,3,1825,660000.0,high
2281,5652601455,2014-06-23,4,6158,775000.0,high
2282,2558600060,2015-01-23,3,7272,429500.0,low
2283,5017000575,2014-11-24,3,3000,569000.0,high
2284,2796100160,2014-05-20,4,7560,250000.0,low
2285,5470100270,2014-12-09,3,10491,225000.0,low
2286,6112300140,2014-05-14,4,15002,530000.0,low
2287,4024101715,2014-09-05,3,8658,306000.0,low
2288,3205100060,2015-04-13,3,9719,517100.0,low
2289,4450700030,2014-08-22,3,9689,354950.0,low
2290,7920100083,2015-04-14,3,1824,348000.0,low
2291,1774350160,2014-07-18,4,41600,522250.0,low
2292,2115510340,2014-06-04,3,8755,275000.0,low
2293,8901000445,2014-12-18,3,10440,390000.0,low
2294,6121800060,2014-09-10,3,9750,260000.0,low
2295,8712100320,2014-07-28,5,4178,585000.0,high
2296,2979800520,2014-06-03,5,5616,605000.0,high
2297,2331540070,2014-07-03,4,6448,342000.0,low
2298,6345000160,2014-08-27,5,37169,900000.0,high
2299,5126950340,2015-03-30,3,7700,252000.0,low
2300,5152100160,2015-02-19,3,14012,357000.0,low
2301,3298201290,2014-12-24,3,7910,370000.0,low
2302,428000055,2015-04-06,3,13504,322500.0,low
2303,8698600055,2014-06-20,2,5756,210000.0,low
2304,3034200885,2014-12-08,2,9840,290000.0,low
2305,2538400060,2014-06-12,4,7012,860000.0,high
2306,3145600045,2015-02-25,6,4621,302000.0,low
2307,7183000070,2014-08-21,4,9680,369160.0,low
2308,6788200800,2015-05-07,4,3000,1185000.0,high
2309,824059083,2014-09-02,4,14810,993000.0,high
2310,2724069117,2014-11-14,6,6969,380000.0,low
2311,9157600060,2014-09-10,4,8160,635000.0,high
2312,943100262,2014-10-30,3,11120,260000.0,low
2313,3810000465,2014-05-20,2,5522,243000.0,low
2314,2451000070,2015-04-02,4,8879,1400000.0,high
2315,7640400070,2014-09-15,4,8100,665000.0,high
2316,7732410370,2014-09-09,5,9000,898000.0,high
2317,3253500030,2014-07-25,4,9453,583000.0,high
2318,2128000160,2014-12-04,4,7700,429000.0,low
2319,3764650070,2014-12-16,3,4059,471000.0,low
2320,1118000465,2015-03-12,3,8295,1810000.0,high
2321,2622059062,2014-10-15,3,51177,739500.0,high
2322,2211700160,2014-05-12,3,17208,450000.0,low
2323,9376301180,2015-04-08,3,5000,552500.0,high
2324,2203500570,2015-02-17,4,10642,437000.0,low
2325,3634100030,2015-01-09,4,5220,270000.0,low
2326,2599200830,2014-07-16,3,8800,226740.0,low
2327,4140090370,2015-02-18,4,7920,446500.0,low
2328,2320069083,2014-11-25,3,15068,283000.0,low
2329,6893300295,2014-07-15,4,13211,445000.0,low
2330,7454000030,2014-08-16,2,6840,250000.0,low
2331,7454001090,2015-03-09,3,6552,307000.0,low
2332,2944500340,2014-07-21,4,8580,315000.0,low
2333,2346800270,2015-01-06,3,23085,555000.0,high
2334,2796100640,2015-04-24,4,7000,264900.0,low
2335,993000046,2014-09-22,3,4510,510000.0,low
2336,2333230270,2014-08-14,4,3980,328000.0,low
2337,5104510340,2015-05-04,4,7308,358000.0,low
2338,2517000700,2015-04-21,3,4260,325000.0,low
2339,1724069062,2014-07-14,2,3444,1365000.0,high
2340,5556800260,2015-03-05,4,10800,230000.0,low
2341,2771603610,2015-04-23,3,4000,545000.0,high
2342,3629910240,2014-05-05,3,4343,705380.0,high
2343,5634500036,2014-08-20,5,12987,459000.0,low
2344,2887703066,2014-05-28,4,3800,815000.0,high
2345,3185600055,2014-06-11,6,4500,495000.0,low
2346,1421069159,2014-11-10,3,58712,520000.0,low
2347,476000335,2014-12-17,2,1194,430000.0,low
2348,251300260,2014-05-15,4,7800,255000.0,low
2349,2887700140,2014-07-07,3,4777,588000.0,high
2350,3298201170,2014-11-10,3,7811,350000.0,low
2351,2024059084,2015-03-13,4,21486,625000.0,high
2352,7229700105,2015-04-24,2,20685,172500.0,low
2353,2313900560,2014-08-25,3,3500,554000.0,high
2354,6192400400,2014-07-28,4,7112,775000.0,high
2355,1425069116,2014-11-07,4,217800,1187500.0,high
2356,3582900200,2014-10-28,3,12682,618000.0,high
2357,243000335,2014-09-29,4,8450,305000.0,low
2358,7760400350,2014-12-05,3,13356,232000.0,low
2359,128500260,2014-05-08,4,6236,262000.0,low
2360,1697000370,2015-03-25,3,8122,234000.0,low
2361,8902000267,2015-04-02,4,7209,500000.0,low
2362,1218000030,2014-08-27,3,7632,278000.0,low
2363,6099400140,2014-09-04,5,19040,230000.0,low
2364,5710600030,2014-09-22,4,9215,500000.0,low
2365,7304300570,2014-05-19,4,9300,366500.0,low
2366,1702901180,2014-06-11,6,4400,665000.0,high
2367,3508100135,2015-03-16,3,4830,1101000.0,high
2368,4443800030,2014-12-01,2,4076,575000.0,high
2369,2553300140,2014-11-03,4,9753,674750.0,high
2370,4154300465,2014-09-16,5,6131,719000.0,high
2371,3623029045,2014-09-25,3,105587,482000.0,low
2372,9371700125,2014-05-28,2,8187,254000.0,low
2373,4443800810,2014-08-19,3,3880,443725.0,low
2374,1330900570,2014-11-06,4,35636,575000.0,high
2375,4017110200,2015-01-27,3,9957,469000.0,low
2376,303000445,2014-05-23,2,44431,175000.0,low
2377,7857003505,2014-09-09,5,8316,437000.0,low
2378,4027701291,2014-08-20,4,13113,550000.0,high
2379,3831200200,2015-04-20,3,7134,172040.0,low
2380,4123830070,2014-12-24,3,7000,363000.0,low
2381,8946750140,2015-04-30,3,3600,282000.0,low
2382,7129300400,2014-08-14,6,6554,400000.0,low
2383,2126059234,2014-09-24,5,10018,650000.0,high
2384,621069074,2014-06-03,3,99916,365000.0,low
2385,7879600070,2014-10-24,4,7230,269950.0,low
2386,6151800486,2014-07-18,2,19602,260000.0,low
2387,8581200160,2014-10-24,3,7000,193000.0,low
2388,2395710070,2014-07-25,4,6791,340000.0,low
2389,6669100070,2014-05-12,4,38412,900000.0,high
2390,8856920070,2014-10-21,3,8361,371000.0,low
2391,323089084,2014-08-27,3,81892,592000.0,high
2392,798000342,2014-08-15,3,12750,300000.0,low
2393,5104511840,2014-08-27,4,6977,449950.0,low
2394,5205000400,2014-10-22,3,7163,299500.0,low
2395,8565900160,2015-03-26,4,13406,995000.0,high
2396,4302700445,2014-09-23,4,9472,335000.0,low
2397,2413300240,2014-11-10,4,7350,280000.0,low
2398,9477201620,2014-05-16,4,7800,446000.0,low
2399,3395000070,2014-09-27,4,15139,1544500.0,high
2400,3336000791,2015-04-07,3,4500,325000.0,low
2401,1087700030,2014-06-19,3,11200,450000.0,low
2402,8856970570,2014-10-27,4,7107,322500.0,low
2403,2206700295,2014-09-15,3,9473,453000.0,low
2404,293910030,2014-10-08,4,4412,655000.0,high
2405,9547205660,2015-05-04,3,2800,603000.0,high
2406,8856004400,2014-09-02,4,24000,235000.0,low
2407,3888100128,2014-07-28,4,7304,968933.0,high
2408,8562900240,2014-11-14,3,11340,1015000.0,high
2409,1088000030,2014-12-03,4,8548,435000.0,low
2410,1545800640,2014-06-18,3,8092,242000.0,low
2411,3020079078,2014-10-27,6,248600,487000.0,low
2412,11520640,2014-08-01,4,10450,810000.0,high
2413,3407700046,2014-06-24,3,64073,625000.0,high
2414,7696600240,2014-10-23,3,7742,165000.0,low
2415,3904100106,2015-04-27,3,6750,335000.0,low
2416,7849201600,2014-07-24,3,6600,286700.0,low
2417,8924100111,2015-04-24,2,4050,699000.0,high
2418,2221000070,2015-03-27,3,7280,280000.0,low
2419,8078350030,2014-06-02,4,7064,580000.0,high
2420,8682281710,2014-06-20,2,7781,754800.0,high
2421,1383500070,2015-02-10,4,16801,525000.0,low
2422,6744700181,2015-02-17,3,10530,562000.0,high
2423,6728700075,2014-05-20,4,6060,575000.0,high
2424,3630180240,2014-07-11,5,5901,808900.0,high
2425,2162000160,2015-03-03,3,15207,992000.0,high
2426,705700140,2014-09-19,3,6698,335000.0,low
2427,9423400193,2014-12-26,3,7200,473000.0,low
2428,5137200140,2015-03-25,4,11210,350000.0,low
2429,5026900160,2015-04-24,5,5374,1600000.0,high
2430,4024101052,2014-12-17,3,6090,305500.0,low
2431,1726069051,2014-05-23,2,13500,306000.0,low
2432,6300000693,2014-12-02,2,1656,233000.0,low
2433,6413100270,2015-03-31,3,9000,490000.0,low
2434,7215420160,2014-07-01,4,42077,445000.0,low
2435,7878400135,2014-11-20,3,9674,355000.0,low
2436,2597710070,2015-04-02,2,7607,360000.0,low
2437,9244900248,2014-07-09,3,10900,737500.0,high
2438,824059277,2014-12-15,3,11920,985000.0,high
2439,3278601940,2014-08-06,2,2031,349950.0,low
2440,7853250160,2015-02-20,4,7161,520000.0,low
2441,1163100070,2014-12-17,4,8540,355950.0,low
2442,8106300510,2014-12-29,5,6129,485000.0,low
2443,4239400960,2014-12-12,3,3315,143000.0,low
2444,7524900003,2014-12-10,2,10000,3278000.0,high
2445,3893100327,2014-07-23,3,8512,355000.0,low
2446,7856640560,2014-06-04,5,13885,1126000.0,high
2447,7206900075,2014-08-18,5,15525,200000.0,low
2448,8691310070,2014-06-18,4,10576,913000.0,high
2449,4389200796,2014-05-22,3,12824,1600000.0,high
2450,7436300160,2014-06-25,2,1845,409900.0,low
2451,7896300070,2015-05-01,4,6034,265000.0,low
2452,2425059074,2015-04-10,5,51836,740000.0,high
2453,2111010340,2014-06-12,4,8124,306000.0,low
2454,7852150140,2014-10-07,3,3999,381000.0,low
2455,1370800830,2015-05-05,3,6132,1220000.0,high
2456,7632400400,2015-03-20,3,29982,1050000.0,high
2457,5220300140,2014-09-03,2,7440,408000.0,low
2458,2568200140,2014-06-25,5,5377,739900.0,high
2459,1137300340,2014-11-21,4,35000,674250.0,high
2460,7640400106,2014-09-11,2,8100,438400.0,low
2461,2175100055,2014-12-30,5,14649,1700000.0,high
2462,9274200990,2014-06-19,3,5980,703000.0,high
2463,5028600550,2014-12-29,3,6530,262000.0,low
2464,1471630160,2015-04-23,3,14499,353000.0,low
2465,9430110030,2015-01-14,4,7607,500000.0,low
2466,9275700016,2014-07-06,4,4620,1280000.0,high
2467,6654700240,2015-04-08,4,6566,332000.0,low
2468,8563080270,2014-08-21,4,14240,824000.0,high
2469,7548300326,2015-02-20,4,4788,290000.0,low
2470,5457300696,2014-06-27,3,1545,700000.0,high
2471,1175001125,2014-10-06,2,3420,550000.0,high
2472,3034200197,2014-09-03,2,11165,549000.0,high
2473,7787400105,2015-03-06,4,43560,1865000.0,high
2474,9346700270,2015-03-02,4,13720,858000.0,high
2475,6414600260,2014-10-30,2,10423,345000.0,low
2476,2620069195,2014-11-04,4,11651,340000.0,low
2477,1300301840,2015-04-25,4,9600,1215000.0,high
2478,4358700186,2014-12-11,3,1488,275000.0,low
2479,259600560,2014-08-27,3,7771,405000.0,low
2480,2634500070,2015-01-16,3,8145,432500.0,low
2481,7186800105,2015-01-12,4,4217,236500.0,low
2482,4459800070,2014-07-18,4,4923,679000.0,high
2483,3034200370,2014-10-31,4,8451,543000.0,high
2484,7887200390,2014-09-26,3,9520,294000.0,low
2485,2473390710,2015-04-03,3,10463,340500.0,low
2486,2600140370,2014-07-03,4,16263,1012000.0,high
2487,7525100520,2014-05-02,2,2560,335000.0,low
2488,6204200560,2014-07-23,3,8011,425000.0,low
2489,5416100160,2015-02-10,3,9240,353000.0,low
2490,3905040070,2015-05-04,3,5146,540000.0,low
2491,8562900520,2014-06-12,5,11928,640000.0,high
2492,4027701182,2014-07-22,3,11457,339950.0,low
2493,9407110710,2014-11-07,3,8400,195000.0,low
2494,9407110710,2015-02-26,3,8400,322000.0,low
2495,5160300030,2015-04-01,4,10450,660000.0,high
2496,1000102,2014-09-16,6,9373,280000.0,low
2497,1000102,2015-04-22,6,9373,300000.0,low
2498,8945300200,2014-08-15,3,8816,207500.0,low
2499,7796600070,2014-08-25,3,8726,195000.0,low
2500,4443800765,2014-06-10,3,3880,700000.0,high
2501,3298720030,2015-04-17,4,8555,560000.0,high
2502,1781500435,2014-08-20,3,7344,260000.0,low
2503,1781500435,2015-02-25,3,7344,575000.0,high
2504,6979970140,2015-04-17,3,3239,475000.0,low
2505,1005000036,2014-06-13,3,8601,285000.0,low
2506,3629921160,2014-05-08,4,5500,753888.0,high
2507,3629910370,2015-04-10,3,3600,650000.0,high
2508,5200100105,2014-08-07,3,3478,620000.0,high
2509,1024069159,2015-03-13,3,37801,526000.0,low
2510,418000310,2014-05-14,2,5200,155000.0,low
2511,765000060,2014-08-27,4,11200,342000.0,low
2512,2126079046,2015-04-07,3,216332,390000.0,low
2513,2024079035,2014-06-05,3,219978,685000.0,high
2514,7202270830,2014-06-25,4,4736,608000.0,high
2515,133000070,2014-09-16,2,6400,179900.0,low
2516,2818600060,2014-09-04,6,14150,1245000.0,high
2517,6082400083,2015-04-30,3,11675,166000.0,low
2518,9412900045,2014-05-19,3,4500,462000.0,low
2519,3905030140,2014-06-22,4,6023,545000.0,high
2520,7228501580,2015-01-16,3,4500,415000.0,low
2521,6679000390,2014-06-10,3,4200,269000.0,low
2522,1822500160,2014-12-12,4,11473,356500.0,low
2523,6889000060,2014-12-23,3,7633,225000.0,low
2524,835000055,2014-06-20,2,5130,175000.0,low
2525,7811210320,2014-08-01,5,9720,549000.0,high
2526,3123049320,2015-04-15,3,12197,535000.0,low
2527,4123400320,2014-05-05,4,7712,627000.0,high
2528,4477000270,2014-08-22,3,15677,565000.0,high
2529,3126049094,2014-11-12,4,2681,392450.0,low
2530,8682282180,2014-09-23,2,4675,509000.0,low
2531,1232000810,2014-09-12,3,4800,340000.0,low
2532,1232000810,2015-03-26,3,4800,537000.0,low
2533,8691330310,2014-05-05,4,9892,865000.0,high
2534,3996900295,2014-12-14,2,8340,358000.0,low
2535,117000003,2014-09-19,4,3225,595000.0,high
2536,1471590060,2014-06-19,4,8058,661000.0,high
2537,2558650200,2014-09-16,3,8500,419950.0,low
2538,5104531580,2015-04-16,4,6420,490000.0,low
2539,6021503570,2014-09-18,2,4000,525000.0,low
2540,1862400517,2014-08-13,3,1298,350000.0,low
2541,2738650030,2015-05-11,3,3582,552500.0,high
2542,5560000710,2015-03-27,3,8970,210000.0,low
2543,7215410320,2015-03-11,3,53250,390000.0,low
2544,3971700510,2015-01-29,5,16650,336800.0,low
2545,7202330270,2015-03-03,3,4473,465000.0,low
2546,9542830160,2014-12-18,4,3632,299900.0,low
2547,3630120960,2014-07-18,3,5000,715000.0,high
2548,3622059155,2014-05-23,4,39639,235000.0,low
2549,1687000240,2014-12-10,3,4400,276000.0,low
2550,4322300340,2015-01-12,4,12728,265000.0,low
2551,3797000830,2014-05-30,3,3000,425000.0,low
2552,4137060270,2015-01-05,4,10320,313000.0,low
2553,7277100640,2015-04-09,3,6000,715000.0,high
2554,1312920060,2014-12-12,3,10969,265000.0,low
2555,1472330030,2015-03-24,3,6413,646000.0,high
2556,2973800030,2014-07-21,3,6600,175000.0,low
2557,5152920070,2014-07-31,3,13809,649000.0,high
2558,2021200058,2015-04-23,3,5200,785000.0,high
2559,9828202255,2014-09-22,4,4400,890000.0,high
2560,2126059276,2014-11-26,3,10327,612000.0,high
2561,7796450340,2014-12-05,4,5674,330000.0,low
2562,1449000260,2014-11-12,3,11393,493000.0,low
2563,8722100570,2015-04-03,4,5735,1600000.0,high
2564,7856400240,2014-06-27,4,9750,1620000.0,high
2565,7856400240,2015-02-11,4,9750,1650000.0,high
2566,3037200060,2014-09-26,3,2150,499000.0,low
2567,6071700160,2014-06-23,6,8400,603500.0,high
2568,7645900055,2014-06-24,2,3680,530000.0,low
2569,292000070,2015-04-06,5,14197,895000.0,high
2570,9510900710,2014-05-13,4,8165,267345.0,low
2571,1471620240,2014-05-16,3,15639,275000.0,low
2572,1626079012,2015-02-25,3,223377,439950.0,low
2573,3904901670,2014-06-20,3,4653,455000.0,low
2574,8927600070,2015-01-13,3,6930,630000.0,high
2575,3629970240,2014-11-03,3,5001,690000.0,high
2576,1099610260,2014-08-26,4,12705,212000.0,low
2577,5420300270,2014-08-13,4,7526,231500.0,low
2578,2954400520,2015-04-30,4,49936,1237500.0,high
2579,1121059105,2014-07-08,3,43821,378500.0,low
2580,2591720070,2014-05-02,4,35868,482000.0,low
2581,9178600055,2015-05-05,2,3990,695000.0,high
2582,9290850800,2014-12-02,4,57587,965000.0,high
2583,5040800060,2015-02-04,3,5913,675000.0,high
2584,1437900350,2014-10-27,3,6500,387000.0,low
2585,1328300810,2015-03-30,4,7000,347500.0,low
2586,3990200125,2014-07-11,3,7400,385000.0,low
2587,7452500340,2014-12-04,3,4930,265000.0,low
2588,9215400075,2015-04-22,3,5264,406000.0,low
2589,5061300030,2014-05-08,2,5000,134000.0,low
2590,3362900696,2014-10-20,3,3399,415000.0,low
2591,2558640340,2014-05-27,3,8775,375000.0,low
2592,8078460810,2014-12-10,4,7465,620000.0,high
2593,538000390,2014-10-28,5,4698,337500.0,low
2594,3584900160,2014-09-22,3,12368,565000.0,high
2595,8572900135,2014-05-23,3,12676,399500.0,low
2596,8056000075,2014-05-21,2,9466,1065000.0,high
2597,2972300140,2014-08-21,3,33630,352500.0,low
2598,7697870350,2014-06-17,3,5909,259000.0,low
2599,7972601710,2015-04-15,2,7620,320000.0,low
2600,6421100342,2014-08-11,3,9888,733000.0,high
2601,2464400340,2014-06-25,2,2910,381500.0,low
2602,8113101232,2014-12-02,2,9261,343000.0,low
2603,5706500140,2014-08-18,2,6400,205500.0,low
2604,1024069037,2014-09-15,3,16530,525000.0,low
2605,9476700135,2015-03-19,3,8352,300000.0,low
2606,1926069035,2014-07-22,2,189486,299000.0,low
2607,3904990030,2014-07-09,4,5250,561000.0,high
2608,7132300550,2015-02-24,3,4000,450000.0,low
2609,2193340140,2014-08-14,4,7850,540000.0,low
2610,1422300160,2014-06-24,3,30886,379000.0,low
2611,2946000751,2014-07-24,3,14000,230000.0,low
2612,1796250140,2015-03-10,3,30605,399950.0,low
2613,6699001200,2015-05-07,5,5806,355000.0,low
2614,7525300310,2014-06-19,4,9593,580000.0,high
2615,5700000340,2015-04-27,3,4299,700000.0,high
2616,3210400340,2014-05-06,3,8151,279900.0,low
2617,179003055,2014-11-13,3,7500,210000.0,low
2618,9829200566,2014-06-30,3,5001,1165000.0,high
2619,1723059050,2014-06-11,2,3874,290300.0,low
2620,2624059036,2014-10-03,5,43123,1599950.0,high
2621,5101406441,2015-04-16,3,6380,490000.0,low
2622,8582010240,2014-05-06,4,13850,606000.0,high
